classification,Category,Bulgarian,Pronunciation,English,Grammar_Notes,Unnamed: 6,Unnamed: 7,Unnamed: 8
Learning_From_Human_Conversation,Music,Обичам да пея под душ.,O-bi-cham da pe-ya pod dush.,I love singing in the shower.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Тази мелодия е много пристрастяваща.,Ta-zi me-lo-di-ya e mnogo pris-tras-tya-va-shta.,This melody is very addictive.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Кой е любимият ти текст в българската музика?,Koy e tvo-yat lyu-bim tekst v bal-gar-ska mu-zi-ka?,What's your favorite lyric in Bulgarian music?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Искам да науча да чета ноти.,Is-kam da na-u-cha da che-ta no-ti.,I want to learn to read sheet music.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Този бас китарист е изключителен.,To-zi bas ki-ta-rist e iz-klyu-chi-te-len.,This bass guitarist is exceptional.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Колко време ти отне да научиш тази песен?,Kol-ko vre-me ot-ne da na-u-chish ta-zi pe-sen?,How long did it take you to learn this song?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Музиката ми помага да се отпусна.,Mu-zi-ka-ta mi po-ma-ga da se re-lak-si-ram.,Music helps me relax.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Имаш ли предложения за нова музика?,I-mash li pred-lo-zhe-ni-ya za no-va mu-zi-ka?,Do you have suggestions for new music?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Обичам да слушам музика докато пътувам.,O-bi-cham da slu-sham mu-zi-ka do-ka-to pa-tu-vam.,I love listening to music while traveling.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Този албум е истинско произведение на изкуството.,To-zi al-bum e is-tin-sko pro-iz-ve-de-nie na is-kus-tvo-to.,This album is a true work of art.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Коя е най-емоционалната песен която познаваш?,"Ko-ya e nay-e-mo-tsi-o-nal-na-ta pe-sen, ko-ya-to poz-na-vash?",What's the most emotional song you know?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Свириш ли на други инструменти освен на китара?,Svi-rish li na dru-gi in-stru-men-ti os-ven ki-ta-ra?,Do you play other instruments besides guitar?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Музиката е универсален език.,Mu-zi-ka-ta e u-ni-ver-sa-len e-zik.,Music is a universal language.,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Какви са влиянията във вашата музика?,Ko-i sa vli-ya-ni-ya-ta vav vasha-ta mu-zi-ka?,What are the influences in your music?,nan,nan,nan,nan
Learning_From_Human_Conversation,Music,Обичам енергията на живите концерти.,O-bi-cham ener-gi-ya-ta na zhi-vi-te kon-tse-rti.,I love the energy of live concerts.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Обичам те.,O-bi-cham te.,I love you.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Много ми липсваш.,Mno-go mi lip-svash.,I miss you so much.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Искам да бъда с теб.,Is-kam da ba-da s teb.,I want to be with you.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Можеш ли да ме прегърнеш?,Mo-zhesh li da me pre-gar-nesh?,Can you hug me?,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Целуни ме.,Tse-lu-ni me.,Kiss me.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Много си красив/красива.,Ti si mno-go kra-siv/kra-si-va.,You are very handsome/beautiful.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Харесва ми как миришеш.,Ha-res-va mi kak mi-ri-shesh.,I like how you smell.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Чувствам се добре когато съм с теб.,"Chuv-stvam se do-bre, ko-ga-to sam s teb.",I feel good when I am with you.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Искам да прекарвам повече време с теб.,Is-kam da pre-ka-ram po-ve-che vre-me s teb.,I want to spend more time with you.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Ти си много специален/специална за мен.,Ti si mno-go spe-tsi-a-len/spe-tsi-al-na za men.,You are very special to me.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Вярвам ти.,Do-ve-rya-vam ti se.,I trust you.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Чувстваш ли се комфортно?,Chuv-stvash li se kom-fort-no?,Do you feel comfortable?,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Как се чувстваш?,Kak se chuv-stvash?,How do you feel?,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Искам да те направя щастлив/щастлива.,Is-kam da te na-pra-vya shtast-liv/shtast-li-va.,I want to make you happy.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Можеш ли да останеш тази вечер?,Mo-zhesh li da os-ta-nesh ta-zi ve-cher?,Can you stay tonight?,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Ела по-близо до мен.,Doy-di po-bli-zo do men.,Come closer to me.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Докосни ме.,Do-kos-ni me.,Touch me.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Това чувство между нас е силно.,To-va chuv-stvo mezh-du nas e sil-no.,This feeling between us is strong.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Харесвам докосването ти.,Ha-res-va mi do-kos-va-ne-to ti.,I like your touch.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Гласът ти ме вълнува.,Gla-sat ti me raz-val-nu-va.,Your voice excites me.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Искам да те целуна.,Is-kam da te tse-lu-vam.,I want to kiss you.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Погледът ти ме топи.,Pog-le-dat ti me ka-ra da se raz-to-pya.,Your gaze makes me melt.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Да спим заедно.,Da spim za-ed-no.,Let's sleep together.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Бъди с мен.,Ba-di s men.,Be with me.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Никой не ме кара да се чувствам така както ти.,Ni-koy ne me ka-ra da se chuv-stvam ta-ka kak-to ti.,No one makes me feel the way you do.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Мисля за теб през целия ден.,Mis-lya za teb prez tse-li-ya den.,I think about you all day.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Ти си първата ми мисъл сутрин.,Ti si par-vo-to mis-le-ne su-trin.,You are my first thought in the morning.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Чувствам се в безопасност с теб.,Chuv-stvam se v be-zo-pas-nost s teb.,I feel safe with you.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Не мога да спра да се усмихвам когато съм с теб.,"Ne mo-ga da pre-kra-tya da se us-mih-vam, ko-ga-to sam s teb.",I can't stop smiling when I'm with you.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Ти си точно това което искам.,"Ti si toch-no to-va, ko-e-to is-kam.",You are exactly what I want.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Желая те.,Zhe-la-ya te.,I desire you.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Да се наслаждаваме един на друг.,Da se nas-la-dim edin na drug.,Let's enjoy each other.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Какво харесваш?,Kak-vo ti ha-re-sva?,What do you like?,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Приятно ли ти е това?,To-va li ti e pri-yat-no?,Does this feel good for you?,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Можеш ли да ми покажеш какво харесваш?,Mo-zhesh li da mi po-ka-zhesh kak-vo ti ha-re-sva?,Can you show me what you like?,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Не се колебай да ми кажеш.,Ne se pri-tes-nyavay da mi ka-zhesh.,Don't hesitate to tell me.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Всичко е наред.,Vsich-ko e na-red.,Everything is okay.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Взимам си време с теб.,Ba-vya se s teb.,I'm taking my time with you.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Толкова си мека/мек.,Ti si tol-ko-va me-ka/mek.,You are so soft.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Кожата ти е толкова мека.,Ko-zha-ta ti e tol-ko-va nezh-na.,Your skin is so soft.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Обичам как се усмихваш.,O-bi-cham kak se us-mih-vash.,I love how you smile.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Топлината ти ме успокоява.,Top-li-na-ta ti me us-po-ko-ya-va.,Your warmth calms me.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Нека просто да лежим тук и да се наслаждаваме.,Ne-ka prost-o da le-zhim i da se nas-lazh-da-va-me.,Let's just lie here and enjoy.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Ти си мечтата ми която се сбъдна.,Sbad-na mech-ta-ta si.,You are my dream come true.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Никога преди не съм се чувствал/а така.,Ni-ko-ga ne sam se chuv-stval/chuv-stva-la ta-ka.,I have never felt this way before.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Ти си всичко за мен.,Ti si vsich-ko za men.,You are everything to me.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Ти ме правиш щастлив/щастлива.,Na-pra-vi me shtast-liv/shtast-li-va.,You make me happy.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Искам да се грижа за теб.,Is-kam da se gri-zha za teb.,I want to take care of you.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Остани с мен.,Os-ta-ni s men.,Stay with me.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Аттрахиран/а съм към теб.,Pri-te-glyash me.,I am attracted to you.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Да бъдем близки.,Ne-ka da ba-dem bliz-ki.,Let's be close.,nan,nan,nan,nan
Learning_From_Human_Conversation,Intimacy,Това беше прекрасно.,To-va be-she pre-kras-no.,That was wonderful.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Не се чувствам добре.,Ne se chuv-stvam do-bre.,I don't feel well.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Имам температура.,I-mam tem-pe-ra-tu-ra.,I have a fever.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Гърлото ме боли.,Bo-li me gar-lo-to.,My throat hurts.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Имам силно главоболие.,Gla-va-ta me bo-li sil-no.,I have a strong headache.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Страдам от гадене и повръщане.,Stra-dam od ga-de-ne i pov-rashta-ne.,I suffer from nausea and vomiting.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Трябва да отида на лекар.,Tryab-va da o-ti-da na le-kar.,I need to go to a doctor.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Къде е най-близката болница?,Ka-de e nay-bliz-ka-ta bol-ni-tsa?,Where is the nearest hospital?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Трябва ли уговорка?,Tryab-va li za-pis-va-ne?,Do I need an appointment?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Имам здравно осигуряване.,I-mam zdrav-na o-si-gu-rov-ka.,I have health insurance.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Това място ме боли.,Bo-li me to-va myas-to.,This spot hurts.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Колко време ще трябва да чакам?,Kol-ko vre-me shte tryab-va da cha-kam?,How long will I have to wait?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Алергичен/а съм към пеницилин.,I-mam al-er-gi-ya kam pe-ni-tsi-lin.,I am allergic to penicillin.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Взимам това лекарство.,Pri-e-mam to-va le-kar-stvo.,I am taking this medicine.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Можете ли да ми напишете рецепта?,Mo-zhe li da mi da-te re-tsep-ta?,Can you give me a prescription?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Имам диабет.,I-mam di-a-bet.,I have diabetes.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Кръвното ми налягане е високо.,Krav-no-to mi na-lya-ga-ne e vi-so-ko.,My blood pressure is high.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Имам болки в гърдите.,I-mam bol-ki v gar-di-te.,I have chest pains.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Това е спешен случай.,To-va e spe-shen slu-chay.,This is an emergency.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Можете ли да говорите по-бавно?,Mo-zhe li da go-vo-ri-te po-bav-no?,Can you speak more slowly?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Къде е банята?,Ka-de e to-a-let-na-ta?,Where is the bathroom?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Върти ми се свят.,Chuv-stvam se za-may-a-no.,I feel dizzy.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Счупих си крака.,Schu-pih si kra-ka.,I broke my leg.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Трябва ли да плащам сега?,Tryab-va li da plashtam se-ga?,Do I need to pay now?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Имам стомашна болка.,I-mam bol-ka v ko-re-ma.,I have a stomach ache.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Кога трябва да се върна?,Ko-ga tryab-va da doy-da ot-no-vo?,When should I come back?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Мога ли да получа резултатите от изследванията?,Mo-zhe li re-zul-ta-ti-te ot iz-sle-dva-ni-ya-ta?,Can I have the test results?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Трябва ли ми операция?,Tryab-va li o-pe-ra-tsi-ya?,Do I need surgery?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Колко ще струва лечението?,Kol-ko shte stru-va le-che-ni-e-to?,How much will the treatment cost?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Имам астма.,I-mam ast-ma.,I have asthma.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Може ли малко вода за пиене?,Mo-zhe li vo-da za pi-e-ne?,Can I have some water to drink?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Кой е най-добрият специалист?,Koy e nay-do-bri-yat spe-tsi-a-list?,Who is the best specialist?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Лекарят който ме лекува.,Le-ku-vasht le-kar.,Attending physician.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Медицинска сестра.,Me-di-tsin-ska se-stra.,Nurse.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Кръвна извадка.,Krav-na pro-ba.,Blood test.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Сериозно ли е това?,To-va e se-ri-oz-no?,Is this serious?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Какви са страничните ефекти?,Kak-vi sa stra-nich-ni-te efek-ti?,What are the side effects?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Имам температура.,I-mam tre-ska.,I have a fever.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Мога ли да се обадя на някого?,Mo-zhe li da se o-ba-dya na nyakoy?,Can I call someone?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Къде мога да купя лекарствата?,Ka-de mo-ga da ku-pya le-kar-stva-ta?,Where can I buy the medicines?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Чувствам се по-добре.,Chuv-stvam se po-do-bre.,I feel better.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Болката е поносима.,Bol-ka-ta e po-no-si-ma.,The pain is bearable.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Имам проблеми със съня.,I-mam prob-le-mi sas sa-nya.,I have sleep problems.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Колко време ще отнеме възстановяването?,Kol-ko vre-me shte pro-dal-zhi vaz-sta-no-vya-va-ne-to?,How long will the recovery take?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Мога ли да получа второ мнение?,Mo-zhe li vto-ra-ta di-ag-no-za?,Can I get a second opinion?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Имам здравословни проблеми.,I-mam zdra-vo-slov-ni prob-le-mi.,I have health problems.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Трябва да си почина.,Tryab-va da si po-chi-na.,I need to rest.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Кога мога да възобновя нормалните си дейности?,Ko-ga mo-ga da si po-e-ma nor-mal-no?,When can I resume normal activities?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Мога ли да получа медицинско заключение?,Mo-zhe li me-di-tsin-ska ot-chet?,Can I have a medical report?,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Благодаря ви за помощта.,Bla-go-da-rya za po-mosh-ta.,Thank you for your help.,nan,nan,nan,nan
Learning_From_Human_Conversation,Health,Пожелавам ви бързо възстановяване.,Zhe-la-ya bar-zo vaz-sta-no-vya-va-ne.,I wish you a speedy recovery.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Къде е най-доброто място за хранене?,Ka-de e nay-dob-ro-to myas-to za hra-ne-ne?,Where is the best place to eat?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Искам да резервирам хотелска стая.,Is-kam da re-zer-vi-ram sta-ya v ho-tel.,I want to book a hotel room.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Колко струва на нощ?,Kol-ko stru-va ed-na nosht?,How much is it per night?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Къде е автобусната спирка?,Ka-de e av-to-bus-na-ta spir-ka?,Where is the bus stop?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Искам билет до Варна.,Is-kam bi-let za Var-na.,I want a ticket to Varna.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Какъв е най-бързият начин да стигна до...?,Koy e nay-bar-zi-yat na-chin da stig-na do...?,What is the fastest way to get to...?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Може ли карта на града?,Mo-zhe li kar-ta na gra-da?,Can I have a map of the city?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Какво препоръчвате да видя тук?,Kak-vo pre-po-rach-va-te da vi-dya tuk?,What do you recommend I see here?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Къде мога да намеря такси?,Ka-de mo-ga da na-me-rya tak-si?,Where can I find a taxi?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Има ли безплатен Wi-Fi?,I-ma li bez-pla-ten Wi-Fi?,Is there free Wi-Fi?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Колко далеч е Черноморското крайбрежие?,Kol-ko e da-lech Cher-no-mo-ri-e-to?,How far is the Black Sea coast?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Обичам българската кухня.,O-bi-cham bal-gar-ska-ta kuh-nya.,I love Bulgarian cuisine.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Къде мога да купя сувенири?,Ka-de mo-ga da ku-pya su-ve-ni-ri?,Where can I buy souvenirs?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Искам да видя Рилския манастир.,Is-kam da vi-dya Ril-ski-ya ma-nas-tir.,I want to see Rila Monastery.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Кой е следващият влак за София?,Koy e sled-va-shti-yat vlak za So-fi-ya?,What is the next train to Sofia?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Може ли сметката моля?,"Mo-zhe li smet-ka-ta, mo-lya?","Can I have the bill, please?",nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Къде е най-красивият плаж?,Ka-de e nay-kra-si-vi-yat plazh?,Where is the most beautiful beach?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Има ли екскурзии до това място?,I-ma li eks-kur-zii do to-va myas-to?,Are there tours to this place?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Колко време отнема изкачването на връх Мусала?,Kol-ko vre-me ot-ne-ma da se iz-ka-chi vrah Mu-sa-la?,How long does it take to climb Mount Musala?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Това място е прекрасно.,To-va myas-to e pre-kras-no.,This place is wonderful.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Къде мога да намеря банкомат?,Ka-de mo-ga da na-me-rya ban-ko-mat?,Where can I find an ATM?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Искам да наема кола за един ден.,Is-kam da na-e-ma ko-la za edin den.,I want to rent a car for one day.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Какво е традиционното ястие на този регион?,Ko-e e tra-di-tsi-on-no-to yas-tie na to-zi re-gi-on?,What is the traditional dish of this region?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Мога ли да платя с кредитна карта?,Mo-zhe li da pla-tya s kre-dit-na kar-ta?,Can I pay with a credit card?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Къде е туристическият информационен център?,Ka-de e tu-ris-ti-ches-ki-yat in-for-ma-tsi-o-nen tsen-tar?,Where is the tourist information center?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Имам резервация.,I-mam re-zer-va-tsi-ya.,I have a reservation.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Колко е входната такса?,Kol-ko stru-va vho-dat?,How much is the entrance fee?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Колко часа отварят музеите?,V ka-kav chas ot-va-ryat mu-ze-i-te?,What time do the museums open?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Екскурзия из Пловдив.,O-bi-kol-ka na Plov-div.,Tour of Plovdiv.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Къде мога да видя традиционни народни танци?,Ka-de mo-ga da vi-dya tra-di-tsi-on-ni na-rod-ni tan-tsi?,Where can I see traditional folk dances?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Искам да опитам баница.,Is-kam da o-pi-tam ba-ni-tsa.,I want to try banitsa.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Кой е най-добрият сезон за посещение?,Koy e nay-do-bri-yat se-zon za po-se-shteni-e?,What is the best season to visit?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Може ли стая с изглед към морето?,Mo-zhe li sta-ya s iz-gled kam mo-re-to?,Can I have a room with a sea view?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Къде е старият град?,Ka-de e sta-ra-ta chast na gra-da?,Where is the old town?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Искам да отида на рибния пазар.,Is-kam da o-ti-da na ri-bal-ski-ya ri-ben pa-zar.,I want to go to the fishermen's market.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Какво е разстоянието до Велико Търново?,Kol-ko e raz-sto-ya-ni-e-to do Ve-li-ko Tar-no-vo?,What is the distance to Veliko Tarnovo?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Можете ли да обясните как да стигна до...?,Mo-zhe li da mi ob-yas-ni-te kak da stig-na do...?,Can you explain how to get to...?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Къде мога да купя билет за културна обиколка?,Ka-de mo-ga da ku-pya bi-let za kul-tur-na o-bi-kol-ka?,Where can I buy a ticket for a cultural tour?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Има ли пряка връзка до това място?,I-ma li di-rekt-na vraz-ka do to-va myas-to?,Is there a direct connection to this place?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Това е много живописно.,To-va e mnogo zhi-vo-pis-no.,This is very picturesque.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Къде мога да намеря аптека?,Ka-de mo-ga da na-me-rya ap-te-ka?,Where can I find a pharmacy?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Искам да видя крепостта.,Is-kam da vi-dya kre-post-ta.,I want to see the fortress.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Кое е най-популярното място за снимки?,Ko-e e nay-po-pu-lyar-no-to myas-to za snim-ki?,What is the most popular spot for photos?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Мога ли да поръчам това ястие?,Mo-zhe li da po-ra-cham to-va yas-tie?,Can I order this dish?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Къде се намират минералните бани?,Ka-de se na-mi-rat mi-ne-ral-ni-te ba-ni?,Where are the mineral baths located?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Искам да разгледам манастирите.,Is-kam da raz-gle-dam ma-nas-ti-ri-te.,I want to explore the monasteries.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Колко време ще отнеме цялата обиколка?,Kol-ko vre-me shte ot-ne-me tsya-la-ta o-bi-kol-ka?,How long will the entire tour take?,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,България е красива държава.,Bal-ga-ri-ya e kra-si-va stra-na.,Bulgaria is a beautiful country.,nan,nan,nan,nan
Learning_From_Human_Conversation,Travel,Къде мога да намеря информация за историческите забележителности?,Ka-de mo-ga da na-me-rya in-for-ma-tsi-ya za is-to-ri-ches-ki-te za-be-le-zhi-tel-no-sti?,Where can I find information about the historical sights?,nan,nan,nan,nan
Dialog,Sports,"Лазза: Обичаш ли да спортуваш, Ваня?","O-bich-ash li da spor-tuv-ash, Va-nya?","Do you like doing sports, Vanya?",Question form,nan,nan,nan
Dialog,Sports,"Ваня: Да, много! Тичам почти всеки ден.","Da, mno-go! Ti-cham posh-ti vse-ki den.","Yes, a lot! I run almost every day.",Present tense,nan,nan,nan
Dialog,Sports,Лазза: Аз предпочитам футбол.,Az pred-po-chi-tam fut-bol.,I prefer football.,Verb предпочитам,nan,nan,nan
Dialog,Sports,Ваня: На кой отбор си фен?,Na koi ot-bor si fen?,Which team are you a fan of?,Question word кой,nan,nan,nan
Dialog,Sports,Лазза: Фен съм на Левски.,Fen sam na Lev-ski.,I’m a fan of Levski.,Verb съм,nan,nan,nan
Dialog,Sports,Ваня: Гледаш ли мачове често?,Gle-dash li ma-cho-ve ches-to?,Do you watch matches often?,Present tense,nan,nan,nan
Dialog,Sports,"Лазза: Да, особено през уикенда.","Da, o-so-be-no prez ui-ken-da.","Yes, especially on weekends.",Adverb особено,nan,nan,nan
Dialog,Sports,Ваня: Аз пък харесвам волейбол.,Az pak ha-res-vam vo-lei-bol.,I like volleyball.,Verb харесвам,nan,nan,nan
Dialog,Sports,Лазза: Играеш ли в отбор?,I-gra-esh li v ot-bor?,Do you play in a team?,Question form,nan,nan,nan
Dialog,Sports,"Ваня: Да, имаме тренировки два пъти седмично.","Da, i-ma-me tre-ni-rov-ki dva pŭ-ti sed-mi-chno.","Yes, we have training twice a week.",Frequency phrase,nan,nan,nan
Dialog,Travelling,Лазза: Обичаш ли да пътуваш?,O-bich-ash li da pŭ-tu-vash?,Do you like travelling?,Verb пътувам,nan,nan,nan
